Cell_ID,generation_num,position,file,cell_cycle_stage,selection_subset,phase_volume_at_beginning,phase_volume_at_end,phase_mCitrine_amount_at_beginning,phase_mCitrine_combined_amount_at_end,phase_combined_volume_at_end,relevant_volume,relevant_amount,Kind of Measurement new,Generation
1,3.0,Position_4,MIA_KC_htb1_mCitrine_labeled,S,0,88.84472080463915,93.23363392056524,308294.0,471187.0,140.45926630771783,140.45926630771783,471187.0,Mother+bud at cytokinesis,2+ ($n_2$=138)
1,3.0,Position_5,MIA_KC_htb1_mCitrine_labeled,S,0,175.7446042395993,176.5072801684757,355234.0,645952.0,248.0480483922757,248.0480483922757,645952.0,Mother+bud at cytokinesis,2+ ($n_2$=138)
1,3.0,Position_8,MIA_KC_htb1_mCitrine_labeled,S,0,151.98246247681027,136.8749527390748,439087.0,675322.0,184.93906813390703,184.93906813390703,675322.0,Mother+bud at cytokinesis,2+ ($n_2$=138)
1,4.0,Position_1,MIA_KC_htb1_mCitrine_flu_control_labeled,G1,1,138.82276458326365,140.15388493550873,1521.0000000000016,1840.999999999997,140.15388493550873,138.82276458326365,1521.0000000000016,AF control at G1-entry,2+ ($n_2$=138)
1,4.0,Position_2,MIA_KC_htb1_mCitrine_labeled,G1,0,181.89835978669387,181.25520386329364,310673.0,338008.0,181.25520386329364,181.89835978669387,310673.0,At G1-entry,2+ ($n_2$=138)
1,4.0,Position_3,MIA_KC_htb1_mCitrine_flu_control_labeled,G1,1,113.67034131324633,115.4294877340673,1409.9999999999995,2138.0,115.4294877340673,113.67034131324633,1409.9999999999995,AF control at G1-entry,2+ ($n_2$=138)
1,4.0,Position_3,MIA_KC_htb1_mCitrine_labeled,G1,0,117.19840630724777,127.86313242367108,250288.0,262385.0,127.86313242367108,117.19840630724777,250288.0,At G1-entry,2+ ($n_2$=138)
1,4.0,Position_4,MIA_KC_htb1_mCitrine_labeled,G1,0,93.65081539199764,99.93859318083364,244259.0,232370.00000000003,99.93859318083364,93.65081539199764,244259.0,At G1-entry,2+ ($n_2$=138)
1,4.0,Position_5,MIA_KC_htb1_mCitrine_labeled,G1,0,180.3590006574983,181.646090896884,348885.00000000006,340606.0,181.646090896884,180.3590006574983,348885.00000000006,At G1-entry,2+ ($n_2$=138)
1,4.0,Position_8,MIA_KC_htb1_mCitrine_labeled,G1,0,128.271100692995,150.96327064425785,343385.00000000006,354798.0,150.96327064425785,128.271100692995,343385.00000000006,At G1-entry,2+ ($n_2$=138)
1,4.0,Position_1,MIA_KC_htb1_mCitrine_flu_control_labeled,S,1,138.92280571735515,135.14880395720115,1509.0000000000027,2517.999999999998,198.86627568872728,198.86627568872728,2517.999999999998,"AF control, m+b at cytokinesis",2+ ($n_2$=138)
1,4.0,Position_2,MIA_KC_htb1_mCitrine_labeled,S,0,182.99728496675093,151.85032850716482,350304.0,534258.0,224.8186662322784,224.8186662322784,534258.0,Mother+bud at cytokinesis,2+ ($n_2$=138)
1,4.0,Position_3,MIA_KC_htb1_mCitrine_flu_control_labeled,S,1,106.31078570882256,103.59965312542666,2219.999999999999,2537.999999999998,148.7693384678368,148.7693384678368,2537.999999999998,"AF control, m+b at cytokinesis",2+ ($n_2$=138)
1,4.0,Position_3,MIA_KC_htb1_mCitrine_labeled,S,0,130.25112734097192,131.51516157397856,255567.0,538796.0,192.9637648463409,192.9637648463409,538796.0,Mother+bud at cytokinesis,2+ ($n_2$=138)
